SampleID,Date_Merge,day_length,Depth,Year,Week,Sample,Year.,Depth..m.,mission_descriptor,collector_event_id,collector_sample_id,latitude.x,longitude.x,Month,month,day,time,Chlorophyll.A,Nitrate,Phosphate,Salinity,Silicate,Temperature,oxygen,RDA_O2,RDA_PON,HPLC_ALLOX,HPLC_BUT19,HPLC_CHLA,HPLC_CHLB,HPLC_CHLC12,HPLC_CHLC3,HPLC_DIADINOX,HPLC_DIATOX,HPLC_FUCOX,HPLC_HEX19,HPLC_PERID,HPLC_ZEA,Ammonia,Nitrite,POC,PON,Voyage,latitude.y,longitude.y,time_string,ISO_Time,Time,AM_PM,year_time,month_time,day_time,julian_day,scan,temperature,conductivity,oxygenVoltage,pH,fluorometer,par,salinity,oxygen_1,Oxygen,sigmaTheta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SampleID,Date_Merge,day_length,Depth,Year,Week,Sample,Year.,Depth..m.,mission_descriptor,collector_event_id,collector_sample_id,latitude.x,longitude.x,Month,month,day,time,Chlorophyll.A,Nitrate,Phosphate,Salinity,Silicate,Temperature,oxygen,RDA_O2,RDA_PON,HPLC_ALLOX,HPLC_BUT19,HPLC_CHLA,HPLC_CHLB,HPLC_CHLC12,HPLC_CHLC3,HPLC_DIADINOX,HPLC_DIATOX,HPLC_FUCOX,HPLC_HEX19,HPLC_PERID,HPLC_ZEA,Ammonia,Nitrite,POC,PON,Voyage,latitude.y,longitude.y,time_string,ISO_Time,Time,AM_PM,year_time,month_time,day_time,julian_day,scan,temperature,conductivity,oxygenVoltage,pH,fluorometer,par,salinity,oxygen_1,Oxygen,sigmaTheta
BB14-3A,15/01/2014,9.160169123,1,2014,3,BB14-3A,Year_2014,1m,18VA14667,2,387964,44.6917,-63.6417,Jan,1,15,1230,0.61,9,0.82,27.02,15.92,3.6,7.06001,Yes,No,0,0,0.666,0.057,0,0,0,0,0.129,0,0,0,5.46,0.37,NA,NA,Bedford Basin,44.6917,-63.6417,15/01/2014 13:08,2014-01-15T13:08:00,1:08:00,PM,2014,1,15,15,4189,3.6047,0.593479,2.4356,NA,2.2421,26.654,27.0224,7.06001,315.3071066,21.4785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB14-3A,15/01/2014,9.160169123,1,2014,3,BB14-3A,Year_2014,1m,18VA14667,2,387964,44.6917,-63.6417,Jan,1,15,1230,0.61,9,0.82,27.02,15.92,3.6,7.06001,Yes,No,0,0,0.666,0.057,0,0,0,0,0.129,0,0,0,5.46,0.37,NA,NA,Bedford Basin,44.6917,-63.6417,15/01/2014 13:08,2014-01-15T13:08:00,1:08:00,PM,2014,1,15,15,4189,3.6047,0.593479,2.4356,NA,2.2421,26.654,27.0224,7.06001,315.3071066,21.4785
BB14-3B,15/01/2014,9.160169123,5,2014,3,BB14-3B,Year_2014,5m,18VA14667,2,387963,44.6917,-63.6417,Jan,1,15,1230,0.49,8.13,0.91,28.87,11.56,3.45,6.80859,Yes,Yes,0,0,0.563,0.089,0.023,0,0,0,0.145,0,0,0,4.09,0.26,206.1,27.2,Bedford Basin,44.6917,-63.6417,15/01/2014 13:08,2014-01-15T13:08:00,1:08:00,PM,2014,1,15,15,4241,3.446,0.627476,2.3669,NA,2.0018,4.2959,28.8674,6.80859,304.078438,22.9584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB14-3B,15/01/2014,9.160169123,5,2014,3,BB14-3B,Year_2014,5m,18VA14667,2,387963,44.6917,-63.6417,Jan,1,15,1230,0.49,8.13,0.91,28.87,11.56,3.45,6.80859,Yes,Yes,0,0,0.563,0.089,0.023,0,0,0,0.145,0,0,0,4.09,0.26,206.1,27.2,Bedford Basin,44.6917,-63.6417,15/01/2014 13:08,2014-01-15T13:08:00,1:08:00,PM,2014,1,15,15,4241,3.446,0.627476,2.3669,NA,2.0018,4.2959,28.8674,6.80859,304.078438,22.9584
BB14-3C,15/01/2014,9.160169123,10,2014,3,BB14-3C,Year_2014,10m,18VA14667,2,387962,44.6917,-63.6417,Jan,1,15,1230,0.55,7.82,0.97,29.52,10.17,3.34,6.48674,Yes,No,0,0,0.535,0,0.042,0,0,0,0,0,0,0,3.21,0.23,NA,NA,Bedford Basin,44.6917,-63.6417,15/01/2014 13:08,2014-01-15T13:08:00,1:08:00,PM,2014,1,15,15,4316,3.34,0.638581,2.3104,NA,1.9325,1.399,29.5242,6.48674,289.7042951,23.4898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB14-3C,15/01/2014,9.160169123,10,2014,3,BB14-3C,Year_2014,10m,18VA14667,2,387962,44.6917,-63.6417,Jan,1,15,1230,0.55,7.82,0.97,29.52,10.17,3.34,6.48674,Yes,No,0,0,0.535,0,0.042,0,0,0,0,0,0,0,3.21,0.23,NA,NA,Bedford Basin,44.6917,-63.6417,15/01/2014 13:08,2014-01-15T13:08:00,1:08:00,PM,2014,1,15,15,4316,3.34,0.638581,2.3104,NA,1.9325,1.399,29.5242,6.48674,289.7042951,23.4898
BB14-3D,15/01/2014,9.160169123,60,2014,3,BB14-3D,Year_2014,60m,18VA14667,2,387961,44.6917,-63.6417,Jan,1,15,1230,0.06,16.65,3.34,31.23,34.31,5.25,1.56236,Yes,Yes,0,0,0.105,0,0,0,0,0,0,0,0,0,0.55,0.07,514.8,75.3,Bedford Basin,44.6917,-63.6417,15/01/2014 13:08,2014-01-15T13:08:00,1:08:00,PM,2014,1,15,15,5224,5.2532,0.70886,0.9694,NA,1.6421,0.00331,31.2343,1.56236,69.77655996,24.6642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB14-3D,15/01/2014,9.160169123,60,2014,3,BB14-3D,Year_2014,60m,18VA14667,2,387961,44.6917,-63.6417,Jan,1,15,1230,0.06,16.65,3.34,31.23,34.31,5.25,1.56236,Yes,Yes,0,0,0.105,0,0,0,0,0,0,0,0,0,0.55,0.07,514.8,75.3,Bedford Basin,44.6917,-63.6417,15/01/2014 13:08,2014-01-15T13:08:00,1:08:00,PM,2014,1,15,15,5224,5.2532,0.70886,0.9694,NA,1.6421,0.00331,31.2343,1.56236,69.77655996,24.6642
BB14-4A,23/01/2014,9.421057419,1,2014,4,BB14-4A,Year_2014,1m,18VA14667,3,387968,44.6917,-63.6417,Jan,1,23,1230,0.64,8.39,1,27.97,11.72,1.04,7.37182,Yes,No,0,0,0.586,0.043,0,0,0,0,0,0,0,0,4.01,0.25,NA,NA,Bedford Basin,44.6917,-63.6417,23/01/2014 13:43,2014-01-23T13:43:00,1:43:00,PM,2014,1,23,23,1823,1.0389,0.569014,2.3303,NA,1.8339,113.61,27.968,7.37182,329.232853,22.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB14-4A,23/01/2014,9.421057419,1,2014,4,BB14-4A,Year_2014,1m,18VA14667,3,387968,44.6917,-63.6417,Jan,1,23,1230,0.64,8.39,1,27.97,11.72,1.04,7.37182,Yes,No,0,0,0.586,0.043,0,0,0,0,0,0,0,0,4.01,0.25,NA,NA,Bedford Basin,44.6917,-63.6417,23/01/2014 13:43,2014-01-23T13:43:00,1:43:00,PM,2014,1,23,23,1823,1.0389,0.569014,2.3303,NA,1.8339,113.61,27.968,7.37182,329.232853,22.393
BB14-4B,23/01/2014,9.421057419,5,2014,4,BB14-4B,Year_2014,5m,18VA14667,3,387967,44.6917,-63.6417,Jan,1,23,1230,0.67,8.2,1.15,29.54,10.96,2.49,6.50375,Yes,Yes,0,0,0.583,0,0,0,0,0,0.139,0,0,0,2.92,0.25,2030.1,51.5,Bedford Basin,44.6917,-63.6417,23/01/2014 13:43,2014-01-23T13:43:00,1:43:00,PM,2014,1,23,23,1872,2.4876,0.623629,2.2642,NA,1.9046,34.09,29.5389,6.50375,290.4639788,23.5662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB14-4B,23/01/2014,9.421057419,5,2014,4,BB14-4B,Year_2014,5m,18VA14667,3,387967,44.6917,-63.6417,Jan,1,23,1230,0.67,8.2,1.15,29.54,10.96,2.49,6.50375,Yes,Yes,0,0,0.583,0,0,0,0,0,0.139,0,0,0,2.92,0.25,2030.1,51.5,Bedford Basin,44.6917,-63.6417,23/01/2014 13:43,2014-01-23T13:43:00,1:43:00,PM,2014,1,23,23,1872,2.4876,0.623629,2.2642,NA,1.9046,34.09,29.5389,6.50375,290.4639788,23.5662
BB14-4C,23/01/2014,9.421057419,10,2014,4,BB14-4C,Year_2014,10m,18VA14667,3,387966,44.6917,-63.6417,Jan,1,23,1230,0.46,8.15,1.11,30.19,10.24,3.05,6.32135,Yes,No,0,0,0.454,0,0,0,0,0,0,0,0,0,1.9,0.24,NA,NA,Bedford Basin,44.6917,-63.6417,23/01/2014 13:43,2014-01-23T13:43:00,1:43:00,PM,2014,1,23,23,1977,3.0545,0.64648,2.217,NA,1.707,11.783,30.1924,6.32135,282.3178124,24.0451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB14-4C,23/01/2014,9.421057419,10,2014,4,BB14-4C,Year_2014,10m,18VA14667,3,387966,44.6917,-63.6417,Jan,1,23,1230,0.46,8.15,1.11,30.19,10.24,3.05,6.32135,Yes,No,0,0,0.454,0,0,0,0,0,0,0,0,0,1.9,0.24,NA,NA,Bedford Basin,44.6917,-63.6417,23/01/2014 13:43,2014-01-23T13:43:00,1:43:00,PM,2014,1,23,23,1977,3.0545,0.64648,2.217,NA,1.707,11.783,30.1924,6.32135,282.3178124,24.0451
BB14-4D,23/01/2014,9.421057419,60,2014,4,BB14-4D,Year_2014,60m,18VA14667,3,387965,44.6917,-63.6417,Jan,1,23,1230,0.23,17.13,3.98,31.23,37.78,5.24,1.38151,Yes,Yes,0,0,0.215,0,0,0,0,0,0,0,0,0,1.04,0.33,646.2,35.7,Bedford Basin,44.6917,-63.6417,23/01/2014 13:43,2014-01-23T13:43:00,1:43:00,PM,2014,1,23,23,3069,5.2426,0.708571,0.9248,NA,1.6176,0.00446,31.2301,1.38151,61.69961811,24.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB14-4D,23/01/2014,9.421057419,60,2014,4,BB14-4D,Year_2014,60m,18VA14667,3,387965,44.6917,-63.6417,Jan,1,23,1230,0.23,17.13,3.98,31.23,37.78,5.24,1.38151,Yes,Yes,0,0,0.215,0,0,0,0,0,0,0,0,0,1.04,0.33,646.2,35.7,Bedford Basin,44.6917,-63.6417,23/01/2014 13:43,2014-01-23T13:43:00,1:43:00,PM,2014,1,23,23,3069,5.2426,0.708571,0.9248,NA,1.6176,0.00446,31.2301,1.38151,61.69961811,24.662
BB14-5A,29/01/2014,9.650577888,1,2014,5,BB14-5A,Year_2014,1m,18VA14667,4,387972,44.6917,-63.6417,Jan,1,29,1230,0.72,8.6,1.07,28.76,12.07,1.13,11.76581,Yes,No,0,0,0.647,0,0.066,0,0,0,0,0,0,0,3.22,0.24,NA,NA,Bedford Basin,44.6917,-63.6417,29/01/2014 13:27,2014-01-29T13:27:00,1:27:00,PM,2014,1,29,29,2218,1.1301,0.585254,3.5175,NA,2.1825,22.742,28.7609,11.76581,525.4728404,23.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BB14-5A,29/01/2014,9.650577888,1,2014,5,BB14-5A,Year_2014,1m,18VA14667,4,387972,44.6917,-63.6417,Jan,1,29,1230,0.72,8.6,1.07,28.76,12.07,1.13,11.76581,Yes,No,0,0,0.647,0,0.066,0,0,0,0,0,0,0,3.22,0.24,NA,NA,Bedford Basin,44.6917,-63.6417,29/01/2014 13:27,2014-01-29T13:27:00,1:27:00,PM,2014,1,29,29,2218,1.1301,0.585254,3.5175,NA,2.1825,22.742,28.7609,11.76581,525.4728404,23.025
